"STATION","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","DAPR","MDPR","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WDF2","WDF5","WESD","WESF","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT11"
"US1CALA0036","34.1392","-118.1161","225.2","2018-04-15",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-04-16",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-04-17",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-04-18",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-04-19",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-04-20",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-04-21",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-04-22",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-04-23",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-04-24",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-04-25",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-04-26",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-04-27",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-04-28",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-04-29",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-04-30",,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-05-01",,,,,"0.01",,,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-05-02",,,,,"0.04",,,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-05-03",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-05-04",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-05-05",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-05-06",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-05-07",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-05-08",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-05-09",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-05-10",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-05-11",,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-05-14",,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-05-15",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-05-16",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-05-17",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-05-18",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-05-19",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-05-20",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-05-21",,,,,"0.13",,,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-05-22",,,,,"0.03",,,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-05-23",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-05-24",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-05-25",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-05-26",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-05-27",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-05-28",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-05-29",,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-05-30",,,,,"0.07",,,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-05-31",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-06-01",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-06-02",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-06-03",,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-06-04",,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-06-05",,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-06-06",,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-06-07",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-06-08",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-06-09",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-06-10",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-06-11",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-06-12",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-06-13",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-06-14",,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-06-15",,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-06-16",,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-06-17",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-06-18",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-06-19",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-06-20",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-06-21",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-06-22",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-06-23",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-06-24",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-06-25",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-06-26",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-06-27",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-06-28",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-06-29",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-06-30",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-07-01",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-07-02",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-07-03",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-07-04",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-07-05",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-07-06",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-07-07",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-07-08",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-07-09",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-07-10",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-07-11",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-07-12",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-07-13",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-07-14",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-07-15",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-07-16",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-07-17",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-07-18",,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-07-19",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-07-20",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-07-21",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-07-22",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-07-23",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-07-24",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-07-25",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-07-26",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-07-27",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-07-28",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-07-29",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-07-30",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-07-31",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-08-01",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-08-02",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-08-03",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-08-04",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-08-05",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-08-06",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-08-07",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-08-08",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-08-09",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-08-10",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1CALA0036","34.1392","-118.1161","225.2","2018-08-11",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
